text,label
"meeting lo mute avunu matladanu, 5 mins tarvata telusindi — everyone saw brooo 💀",1
"nenu Balayya movies chustanu, challaa undii anti",0
"diet start chesanu — roti chusaka cancel avunu, health is wealth food is life",1
state lo rainfall chaalaa undie this monsoon,0
"online class lo professor 'unmute avvandi' antee — 50 fans, 10 dogs, 5 ammaa voices haha",1
"babai cheppadu 'Suresh ni chuso challaa undi' — Suresh fail avunuu brooo, different level inspiration lol",1
"amma WhatsApp status 'my son is my pride' pettindi, naa result vasindi — delete chesaadu",1
"diet start chesanu — roti chusaka cancel avunuu, health is wealth food is life 😭😭",1
internships challaa important undhi final year ki 🙌,0
"ex vasindi message 'how are you' ani, nenu physics fail avutunna — great timing broh",1
family function lo okaa uncle adugadu 'marks entha' ani — nanaa topic change chesadu immediately haha,1
"alarm 5 AM ki pettanu 'productive avutanu' ani, snooze chesanu 6 times — productivity achieved lol",1
reading habit chaala useful undii long term lo hmm,0
Surya Guntur lo relatives ni chusaadaniki chesadu,0
"naa wifi challa fast undhi — speed test lo matrame, actual lo laedu bro 😭😭",1
"naa life Prabhas movie la undhi — interval ki twist, climax ki logic ledu broh",1
"Prabhas movie review: 'logic laedu' — fans: 'logic ante em bro, emotion chuso' lol",1
"Swiggy lo upma order chesanu, wrong item vasindi, hungry avunuu tinna — hunger > ego",1
Mahesh library lo OS chadduvutunnadu,0
"nenu pesarattu try chesanu first time, okay ga undy sure",0
"Srinu bro exam ki prepare ledhu, result vasthe 'paper tough undy' ani blame chesadu",1
"today DBMS lab session undie, prepare avutunna 👍👍",0
weather today chaala hot ga undy Kurnool lo,0
"placement cell lo HR adugadu 'where do you see yourself in 5 years', Lucky 'sleeping' annadu — honest answer 🤣",1
regular exercise challa important undhi health ki sure,0
group study sometimes helpful avvunu anukunde sure,0
"internals lo Sai ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye broo lol",1
"Allu Arjun dialogue Vikram placement cell lo use chesadu, professor appreciate chesadhu — cinema education",1
Suresh library lo algorithms chadduvutunnadu,0
"naa OS marks chusaka oka nimisham silent ga undhi, grief kaaduu broo — pure shock",1
nenu Vijayawada lo Instagram use chesthu undi,0
new hospital Karimnagar lo open avutundi next month,0
Lucky Vijayawada lo relatives ni chusaadaniki chesdu,0
reading habit chala useful undi long term lo,0
Sai library lo networks chadduvutunnadu,0
Kurnool lo traffic problem address cheyyaali antee,0
"exam ki notes miss avvadam kaadhu, important undie",0
"nenu Allu Arjun movies chustanu, challaa undhi antey",0
family function lo oka uncle adugadu 'marks entha' ani — nanna topic change chesadu immediately bruh,1
"relatives adugutunnaru 'what are your plans' ani, nenu chemistry pass avvadam plan bro — small goals 💀",1
ammaaa: nuvvuu ekada unnav? nenu: library lo. amma: mee college lo library ekkada undhi ra? caught 💀,1
"today ML lab session undhi, prepare avutunna",0
healthy ga undadam ki chicken curry tinate challaa undie,0
"Vijay Deverakonda okka punch lo 10 mandi ni laedu chesadu, nenu okka DSA paper clear cheyyalekapoyanu bruh",1
reading habit chala useful undii long term lo,0
savings cheyyadam early age lo start cheyyatam better,0
"naa phone battery chala fast poothundi, relationships kanna faster 😭😭",1
professor 'open book exam' anti Lucky library motham bag lo pettukochadu haha,1
group study sometimes helpful avunu anukunde hmm,0
"NTR okka punch lo 10 mandi ni edu chesadu, nenu okka algorithms paper clear cheyyalekapoyanu lmao",1
"nenu biryani try chesanu first time, okay ga undie sure",0
auto wala 'meter leduu' ante 3x rate adugadu — Hyderabad experience 😂,1
"relatives adugutunnaru 'what are your plans' ani, nenu English pass avvadam plan brow — small goals 💀",1
"nenu pesarattu tinnanu, challaa undi",0
"traffic lo Karimnagar lo okka hour stuck, GPS '2 mins away' antu undy — GPS lying broo bruh",1
"naa wifi chala fast undi — speed test lo matrame, actual lo ledhu brow",1
Sekhar back bench lo undii kani first bencher kanna better marks — back lo wifi strong undi gg,1
"valentine's day ki Sekhar alone undy, pesarattu order chesadu — self love era 😂",1
"ammaaa cooking chesthu undii, nenu help cheyyadam try chesanu — amma 'nuvvu poni chadduvuko' annadi",1
morning pesarattu breakfast ki chesamu,0
DSA prepare avvadam ki daily 2 hours chadduvukovadam avnu,0
nenu English interesting undie antey anukuntaa,0
bike maintain cheyyadaniki regular service important undi,0
reading habit challa useful undie long term lo 👍,0
nenu OS interesting undii antee anukunde,0
Bunny seminar hall lo DBMS class attend chesadu,0
nenu Hyderabad lo Instagram use chesthu undie,0
"nannaa 'maa time lo chaala cheyyadam kashtapaddamu' antey, aatime lo English laedu broh — different struggle",1
doctor avvadam chaala kaashtam undi kani worth it,0
"nenu chicken curry tinnanu, challaa undy right",0
mass movie antey Balayya dialogue ni Surya WhatsApp status lo pettadu — feels undie brooo,1
"Prabhas oka punch lo 10 mandi ni ledu chesadu, nenu okka maths paper clear cheyyalekapoyanu bruh",1
nenu Vizag lo YouTube use chesthu undy,0
naa placement cell ki walking distance lo undi,0
"hero bike stunt chesadu, Bhaskar try chesadu — bike undii, Bhaskar hospital lo undhi",1
work from home easy antey — Vikram ammaa background lo chicken curry chesthu meeting lo haha,1
"villain 1000 cr spend chesadu plan ki, hero okaa punch lo finish — ROI zero haha",1
nenu algorithms interesting undi antee anukunta,0
internships chaala important undi final year ki 👍👍,0
exam lo Bhaskar pray chesadu 'God MCQ lo A avvani cheyyadam' — specific prayer works 😭😭,1
government 'smart city' antee Vijayawada lo auto ki roads laedu — very smart,1
Gopi Nellore lo relatives ni chusaadaniki chesadhu,0
bike maintain cheyyadaniki regular service important undhi,0
Mahesh Vijayawada lo relatives ni chusaadaniki chesadu,0
"naaku vada chaalaa ishtam, ammaaa chesindi, vere vada chesindi — betrayal",1
"Balayya movie review: 'logic ledhu' — fans: 'logic ante em brooo, emotion chuso' lmao",1
regular exercise chaala important undy health ki 🙌,0
"Surya assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius haha",1
"Priya 'nuvvu change avvali' annadi, Nani hairstyle change chesadu — nenu try chesanu broh",1
regular exercise chala important undie health ki right,0
"Yadav assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius bruh",1
Kiran library lo DBMS chadduvutunnadu,0
morning vada breakfast ki chesamu right,0
"'gym join chestanu' ani January 1 ki fee kattanu, January 5 ki forget avunuu — annual tradition 😭😭",1
auto wala 'meter edu' antey 3x rate adugadu — Hyderabad experience,1
"babai cheppadu 'Mahesh ni chuso chaala undy' — Mahesh fail avunu broh, different level inspiration",1
"amma upma chesindi, nenu 'chaalaa undie' annanu — ledu, pure diplomacy brooo",1
"Deepika 'nuwu chaalaa funny' annadi — comedy avvunu antey undy brooo, naaku telidhu still",1
"nenu pesarattu try chesanu first time, okay ga undie",0
algorithms nerchukovadam important undi career ki,0
"traffic lo Warangal lo okka hour stuck, GPS '2 mins away' antu undie — GPS lying bro lol",1
new flyover Hyderabad lo ready avunuu next month,0
Babai new auto kinukkunnadu last month,0
"nanna bike ki petrol edu, naaku pocket money leduu, iddaru same team 😭",1
online learning convenient ga undie anukuntunna,0
"barber ki 'thoda trim' annanu — half head gone broo, lost in translation lol",1
morning pesarattu breakfast ki chesamu right,0
"movie ticket 500 rs, popcorn 300 rs, hero shirtless scene — priceless, worth it gg",1
"Lucky exam hall lo attendance edu broh, but amma tho 'daily velthunna' antadu — technically ledhu lol",1
healthy ga undadam ki chicken curry tinate challaa undhi,0
morning egg rice breakfast ki chesamu 🙌,0
"diet start chesanu — vada chusaka cancel avunu, health is wealth food is life 💀",1
"nenu chicken curry try chesanu first time, okay ga undhi 🙌",0
"ex vasindi message 'how are you' ani, nenu physics fail avutunna — great timing broh 😂",1
teacher avvadam chaala kaashtam undii kani worth it 🤔,0
healthy ga undadam ki chapati tinate chala undy,0
Ramu Nellore lo relatives ni chusaadaniki chesaadu,0
state lo rainfall chala undi this monsoon,0
"diet start chesanu — egg rice chusaka cancel avnu, health is wealth food is life",1
"NTR dialogue Srinu lab lo use chesadu, professor appreciate chesadu — cinema education lol",1
English nerchukovadam important undhi career ki,0
"nenu roti try chesanu first time, okay ga undy right",0
"diet start chesanu — egg rice chusaka cancel chesanu, health is wealth but food is life",1
Rajahmundry lo water supply schedule change avunuu,0
relationship status: DSA tho bro — at least it needs me gg,1
online learning convenient ga undii anukuntunna cool,0
data scientist avvadam challaa kaashtam undi kani worth it 👍👍,0
"naaku pulihora challaa ishtam, amma chesindi, vere pulihora chesindi — betrayal",1
"naa wifi chala fast undi — speed test lo matrame, actual lo edu broh 😂",1
state lo rainfall challaa undhi this monsoon,0
Ramu library lo ML chadduvutunnadu,0
"nenu NTR movies chustanu, challaa undy ante",0
"nenu Mahesh Babu movies chustanu, chaala undy antee",0
relationship status: algorithms tho brooo — at least it needs me,1
egg rice chaalaa healthy ga undi daily tinte 🙂,0
"today DBMS lab session undi, prepare avutunna",0
technology chaalaa fast ga change avutundi 🙏,0
crush cheppindi 'we are just friends' ani — DSA fail kanna painful avnu bro,1
nenu Karimnagar lo GPay use chesthu undhi,0
"naa phone new update vasindi, install chesanu hmm",0
"naa life Chiranjeevi movie la undhi — interval ki twist, climax ki logic leduu broo",1
group study sometimes helpful avnu anukunde,0
"naa chemistry paper lo okaa question kaadhu telivindi, kani confident ga avunu rasa — confidence bro not knowledge lol",1
Surya library lo DSA chadduvutunnadu,0
nenu OS interesting undhi anti anukuntunna,0
new flyover Guntur lo ready avunuu next month,0
Bunny lab lo physics class attend chesadu,0
regular exercise chala important undie health ki hmm,0
nenu physics interesting undhi antey anukunta,0
"naa wifi challa fast undie — speed test lo matrame, actual lo leduu brow bruh",1
"ammaa dosa chesindi, nenu 'chaalaa undy' annanu — ledu, pure diplomacy brow gg",1
Arjun new bus kinukkunnadu last month 🙏,0
Naidu new RTC bus kinukkunnadu last month 🤔,0
"Ravi Lakshmi ki good morning text chesadu daily, adi read avnu reply leduu — read receipts cruelty bro 💔",1
exam lo Naveen pray chesadu 'God MCQ lo A avvani cheyyatam' — specific prayer works 💀,1
Vikram college lo maths class attend chesaadu,0
"nenu upma try chesanu first time, okay ga undii hmm",0
"Bunny Keerthi tho first date ki Hyderabad lo pesarattu tinnaru, bill split chesadu — modern love gg",1
"'gym join chestanu' ani January 1 ki fee kattanu, January 5 ki forget avunu — annual tradition lol",1
"naa maths paper lo okka question kaaduu telivindi, kani confident ga avnu rasa — confidence bro not knowledge lol",1
water challaa taagadam health ki chala avvunu,0
"naa physics professor chala fast bro, notes laedu, brain laedu, hope ledhu, future leduu",1
Bunny new share auto kinukkunnadu last month,0
nenu CN interesting undii ante anukunta,0
"Sravani 'nuvvuu chala funny' annadi — comedy avunuu antee undy broo, naaku telidhu still",1
family function lo okka uncle adugadu 'marks entha' ani — nanna topic change chesadu immediately 🤣,1
"villain 1000 cr spend chesadu plan ki, hero okka punch lo finish — ROI zero 🤣",1
reading habit challaa useful undi long term lo 🙏,0
"Vikram Jyothi ki 'hi' text chesadu, 3 days tarvata reply vasindi — challaa busy schedule undie",1
"Nani Swathi ki 'hi' text chesadu, 3 days tarvata reply vasindi — chala busy schedule undhi 💀",1
"Balayya okka punch lo 10 mandi ni edu chesadu, nenu okka TOC paper clear cheyyalekapoyanu gg",1
"naa CN marks chusaka okkka nimisham silent ga undy, grief kadu brooo — pure shock",1
nenu TOC interesting undy antee anukuntaa,0
"alarm 5 AM ki pettanu 'productive avutanu' ani, snooze chesanu 6 times — productivity achieved lmao",1
Sunday night 11 PM ki Monday ki prepare avvadam start chesanu — classic bro lmao,1
"movie lo hero okaa song lo 5 countries lo dance chesadu, nenu okaa Warangal bus stop daateri leduu 😭😭",1
teacher avvadam challa kaashtam undii kani worth it hmm,0
"villain 1000 cr spend chesadu plan ki, hero oka punch lo finish — ROI zero",1
Bunny algorithms assignment complete chesadu yesterday,0
"Srinu Suma ki good morning text chesadu daily, adi read avunuu reply ledu — read receipts cruelty bro",1
"Suresh canteen lo attendance laedu broh, but ammaaa tho 'daily velthunna' antadu — technically ledhu 💀",1
healthy ga undadam ki biryani tinate chaalaa undi,0
regular exercise chala important undii health ki 🤔,0
reading habit challaa useful undhi long term lo right,0
"nenu gongura rice tinnanu, chaalaa undhi ok",0
"nenu pesarattu tinnanu, chaala undii right",0
mass movie anti Vijay Deverakonda dialogue ni Naveen WhatsApp status lo pettadu — feels undy broh,1
"movie lo hero okka song lo 5 countries lo dance chesadu, nenu okkka Warangal bus stop daateri leduu rip",1
"nenu Mahesh Babu movies chustanu, chaala undii antey",0
"Mahesh Babu dialogue Mahesh seminar hall lo use chesadu, professor appreciate chesaadu — cinema education 😂",1
Gopi new bus kinukkunnadu last month,0
"nannaa 'maa time lo chaalaa cheyydam kashtapaddamu' antey, aatime lo chemistry edu brow — different struggle",1
"'gym join chestanu' ani January 1 ki fee kattanu, January 5 ki forget avunu — annual tradition gg",1
government 'smart city' antey Tirupati lo share auto ki roads edu — very smart,1
internships chala important undy final year ki right,0
"interview ki 'punctual ga veltanu' annanu, 10 mins late avnu — traffic blame chesanu obviously haha",1
"naa life Chiranjeevi movie la undhi — interval ki twist, climax ki logic laedu bro 😭😭",1
"villain 1000 cr spend chesadu plan ki, hero okkka punch lo finish — ROI zero lmao",1
Yadav new cycle kinukkunnadu last month,0
"naa chemistry paper lo okkka question kaadu telivindi, kani confident ga avunu rasa — confidence bro not knowledge",1
"ex vasindi message 'how are you' ani, nenu physics fail avutunna — great timing brow haha",1
new flyover Vijayawada lo ready avunuu next month,0
"phone lo 1% battery, charger room lo undie, nenu hall lo undie — impossible distance",1
"placement cell lo HR adugadu 'where do you see yourself in 5 years', Srinu 'sleeping' annadu — honest answer haha",1
"meeting lo mute avvunu matladanu, 5 mins tarvata telusindi — everyone saw broh gg",1
"naa wifi chaalaa fast undie — speed test lo matrame, actual lo leduu brooo haha",1
"naa DSA paper lo okka question kaaduu telivindi, kani confident ga avvunu rasa — confidence bro not knowledge",1
"Allu Arjun dialogue Surya placement cell lo use chesadu, professor appreciate chesadhu — cinema education gg",1
"challa thanks broh, nuwu help chesav — problem chaalaa worse avunu now",1
regular exercise chala important undii health ki 🙌,0
Sai Vijayawada lo relatives ni chusaadaniki chesaadu,0
"ammaaa pongal chesindi, nenu 'chaala undhi' annanu — ledu, pure diplomacy brooo 😭😭",1
"ammaaa cheppindi 'doctor avutav' ani, naa English marks chusaka 'compounder avvachu' ani update chesindi lol",1
"nenu upma tinnanu, challaa undhi 🤔",0
nenu Warangal lo Swiggy use chesthu undii,0
"Anu 'nuvu chaala funny' annadi — comedy avnu antee undhi broo, naaku telidhu still",1
"Pawan Kalyan dialogue Bunny college lo use chesadu, professor appreciate chesadhu — cinema education 💀",1
"Bunny broh exam ki prepare laedu, result vasthe 'paper tough undii' ani blame chesadu",1
internships chaalaa important undi final year ki ok,0
Rajahmundry challa develop avutundi last few years lo,0
online learning convenient ga undhi anukunde cool,0
"Pawan Kalyan okaa punch lo 10 mandi ni edu chesadu, nenu oka OS paper clear cheyyalekapoyanu",1
bus timings change chesaru Karimnagar lo recently,0
"valentine's day ki Ravi alone undy, sambar order chesadu — self love era",1
time management important undhi students ki,0
"nanaa bike ki petrol edu, naaku pocket money ledhu, iddaru same team 💔",1
Lucky CN assignment complete chesdu yesterday,0
engineer avvadam challa kaashtam undhi kani worth it,0
naa placement cell ki walking distance lo undii,0
internships challa important undii final year ki,0
"Keerthi 'nuvvuu challaa funny' annadi — comedy avunu ante undii broh, naaku telidhu still",1
reading habit challa useful undhi long term lo 🙏,0
DSA nerchukovadam important undii career ki 🙌,0
group study sometimes helpful avunuu anukuntaa 🤔,0
morning sambar breakfast ki chesamu hmm,0
"nenu biryani tinnanu, chaala undhi 👍👍",0
Vikram new cycle kinukkunnadu last month,0
"Surya assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius 😭😭",1
nenu Hyderabad lo Zomato use chesthu undi,0
reading habit challa useful undii long term lo right,0
resume lo algorithms skills mention cheyyadam important,0
water chala taagadam health ki chala avunuu,0
"Allu Arjun dialogue Sai college lo use chesadu, professor appreciate chesadhu — cinema education bruh",1
resume lo CN skills mention cheyyadam important,0
water chaalaa taagadam health ki chala avunuu,0
"Ramu assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius",1
Lucky networks assignment complete chesdu yesterday,0
"nenu chapati tinnanu, challa undii",0
group study sometimes helpful avunuu anukunta 🤔,0
"diet start chesanu — pulihora chusaka cancel chesanu, health is wealth but food is life 😂",1
regular exercise chaalaa important undhi health ki 🤔,0
"ammaaa cooking chesthu undie, nenu help cheyyadam try chesanu — amma 'nuvvu poni chadduvuko' annadi",1
"diet start chesanu — pesarattu chusaka cancel chesanu, health is wealth but food is life 😭😭",1
"Prabhas dialogue Teja canteen lo use chesadu, professor appreciate chesdu — cinema education bruh",1
Tirupati lo water supply schedule change avnu,0
"Deepika 'nuvu chala funny' annadi — comedy avunuu anti undy brow, naaku telidhu still",1
"nenu online class attend chesanu today, notes rasanu",0
nenu today Rajahmundry ki auto lo vellanu,0
"Priya 'nuvvu change avvali' annadi, Venky hairstyle change chesadu — nenu try chesanu broh gg",1
regular exercise chala important undie health ki,0
Gopi library lo ML chadduvutunnadu,0
professor 'open book exam' anti Venky library motham bag lo pettukochadu,1
"naa phone battery chaala fast poothundi, relationships kanna faster finished",1
college mess lo chemistry class ledu today anti Sekhar ammaa ki call chesadu 'holiday' ani — smart move haha,1
"propose chesanu, 'I think of you as a brother' annadi — ML result kanna worse shock 😭😭",1
"Vikram lab lo attendance ledu broo, but ammaa tho 'daily velthunna' antadu — technically laedu 💀",1
weather today chaalaa hot ga undie Rajahmundry lo,0
"Naidu Kavya ki 'hi' text chesadu, 3 days tarvata reply vasindi — chala busy schedule undie bruh",1
"Swiggy lo gongura rice order chesanu, wrong item vasindhi, hungry avnu tinna — hunger > ego 🤣",1
"Surya Divya ki good morning text chesadu daily, adi read avnu reply laedu — read receipts cruelty brooo",1
algorithms nerchukovadam important undy career ki,0
"naaku biryani chaala ishtam, ammaaa chesindi, vere biryani chesindi — betrayal",1
"nanaa 'maa time lo chaala cheyyatam kashtapaddamu' antee, aatime lo networks ledu broh — different struggle",1
technology chala fast ga change avutundi 🙂,0
nenu Hyderabad lo Instagram use chesthu undy,0
family function lo okkka uncle adugadu 'marks entha' ani — nanaa topic change chesadu immediately bruh,1
nenu Nellore lo Hotstar use chesthu undy,0
morning upma breakfast ki chesamu,0
"babai cheppadu 'Naveen ni chuso chaalaa undy' — Naveen fail avnu brooo, different level inspiration",1
teacher avvadam chala kaashtam undii kani worth it 🙂,0
morning dosa breakfast ki chesamu 👍👍,0
nenu Warangal lo Swiggy use chesthu undy,0
"nenu pulihora tinnanu, chaala undii",0
"babai cheppadu 'Vikram ni chuso chala undy' — Vikram fail avnu broh, different level inspiration",1
professor 'open book exam' antee Arjun library motham bag lo pettukochadu gg,1
new hospital Warangal lo open avutundi next month,0
"nenu roti try chesanu first time, okay ga undy 🤔",0
Sai DBMS assignment complete chesdu yesterday,0
"today maths lab session undy, prepare avutunna 🙂",0
online learning convenient ga undhi anukuntunna,0
"Priya 'nuvvu change avvali' annadi, Chitti hairstyle change chesadu — nenu try chesanu brow",1
internships chaala important undii final year ki,0
"Jyothi 'nuvvu change avvali' annadi, Ravi hairstyle change chesadu — nenu try chesanu brooo 😭😭",1
"ammaaa upma chesindi, nenu 'chala undy' annanu — laedu, pure diplomacy bro",1
work from home easy antee — Arjun ammaaa background lo vada chesthu meeting lo 💀,1
"ATM ki poina, cash ledhu, UPI try chesanu, network leduu — broke in every way",1
"internals lo Surya ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye broh",1
"today English lab session undii, prepare avutunna hmm",0
"ammaa cooking chesthu undy, nenu help cheyyadam try chesanu — amma 'nuvvu poni chadduvuko' annadi",1
regular exercise challa important undii health ki,0
reading habit challaa useful undy long term lo right,0
chicken curry chaalaa healthy ga undhi daily tinte cool,0
"meeting lo mute avunu matladanu, 5 mins tarvata telusindi — everyone saw brooo",1
Kiran Vizag lo relatives ni chusaadaniki chesaadu,0
"babai cheppadu 'Ravi ni chuso challaa undie' — Ravi fail avunuu brooo, different level inspiration",1
bus timings change chesaru Vijayawada lo recently,0
Bunny DBMS assignment complete chesaadu yesterday,0
"naa TOC marks chusaka okka nimisham silent ga undi, grief kadu broo — pure shock",1
"Mahesh college lo attendance ledhu broh, but ammaaa tho 'daily velthunna' antadu — technically leduu",1
Sunday night 11 PM ki Monday ki prepare avvadam start chesanu — classic broh 🤣,1
data scientist avvadam chaala kaashtam undy kani worth it 🙌,0
healthy ga undadam ki dosa tinate chaalaa undhi,0
exam lo Ravi pray chesadu 'God MCQ lo A avvani cheyyatam' — specific prayer works haha,1
"naa English paper lo okkka question kadu telivindi, kani confident ga avunu rasa — confidence bro not knowledge bruh",1
Guntur chala develop avutundi last few years lo,0
"today ML lab session undy, prepare avutunna 🤔",0
healthy ga undadam ki biryani tinate chaala undi,0
internships chala important undi final year ki ok,0
TOC prepare avvadam ki daily 2 hours chadduvukovadam avvunu,0
nenu today Tirupati ki share auto lo vellanu 🙂,0
algorithms nerchukovadam important undii career ki,0
"nenu sambar try chesanu first time, okay ga undi",0
Suresh Kurnool lo relatives ni chusaadaniki chesdu,0
weather today challaa hot ga undhi Warangal lo,0
Kiran Warangal lo relatives ni chusaadaniki chesadhu,0
"naaku biryani chaala ishtam, amma chesindi, vere biryani chesindi — betrayal",1
"Bunny Bhavana ki good morning text chesadu daily, adi read avunuu reply ledu — read receipts cruelty bro",1
"Keerthi 'nuvvu change avvali' annadi, Vikram hairstyle change chesadu — nenu try chesanu brow",1
"Mahesh Bhavana ki 'hi' text chesadu, 3 days tarvata reply vasindi — chala busy schedule undii 😭😭",1
online learning convenient ga undie anukuntaa,0
"NTR dialogue Teja exam hall lo use chesadu, professor appreciate chesdu — cinema education",1
crush cheppindi 'we are just friends' ani — networks fail kanna painful avvunu brow finished,1
work from home easy antee — Sekhar ammaa background lo chapati chesthu meeting lo gg,1
internships chaalaa important undie final year ki 🙂,0
Guntur lo traffic problem address cheyyaali anti,0
"Babai Priya ki 'hi' text chesadu, 3 days tarvata reply vasindi — challaa busy schedule undie 💀",1
"Rajesh Priya ki 'hi' text chesadu, 3 days tarvata reply vasindi — challaa busy schedule undi",1
morning pesarattu breakfast ki chesamu hmm,0
"naa TOC marks chusaka okkka nimisham silent ga undie, grief kaadu broo — pure shock",1
Surya new bike kinukkunnadu last month 👍👍,0
professor 'open book exam' anti Bunny library motham bag lo pettukochadu 😭😭,1
Sai back bench lo undie kani first bencher kanna better marks — back lo wifi strong undi,1
"naa phone new update vasindi, install chesanu 👍👍",0
Naveen back bench lo undhi kani first bencher kanna better marks — back lo wifi strong undhi 😭😭,1
Karimnagar lo water supply schedule change avunu,0
Rajahmundry lo water supply schedule change avvunu,0
"movie lo hero oka song lo 5 countries lo dance chesadu, nenu okka Kurnool bus stop daateri edu F",1
ML prepare avvadam ki daily 2 hours chadduvukovadam avvunu,0
online learning convenient ga undie anukunta 🙂,0
roti chala healthy ga undie daily tinte cool,0
Lucky library lo networks chadduvutunnadu,0
"ex vasindi message 'how are you' ani, nenu TOC fail avutunna — great timing broh gg",1
"Vijay Deverakonda okkka punch lo 10 mandi ni leduu chesadu, nenu okaa DSA paper clear cheyyalekapoyanu 🤣",1
"Surya Swathi ki 'hi' text chesadu, 3 days tarvata reply vasindi — chaala busy schedule undii",1
exam lo Teja pray chesadu 'God MCQ lo A avvani cheyyadam' — specific prayer works 🤣,1
"naa phone battery chala fast poothundi, relationships kanna faster finished",1
"Bunny Swathi ki good morning text chesadu daily, adi read avunuu reply laedu — read receipts cruelty broh 💔",1
"ATM ki poina, cash laedu, UPI try chesanu, network ledu — broke in every way",1
work from home easy antey — Suresh amma background lo upma chesthu meeting lo 😂,1
"Lucky Divya ki good morning text chesadu daily, adi read avnu reply laedu — read receipts cruelty bro",1
"naa phone battery challa fast poothundi, relationships kanna faster rip",1
"babai cheppadu 'Bhaskar ni chuso chaalaa undy' — Bhaskar fail avunuu brooo, different level inspiration haha",1
"nenu pulihora try chesanu first time, okay ga undii right",0
Chitti Guntur lo relatives ni chusaadaniki chesaadu,0
"Nellore lo okka seat dorikithe lucky day ani anukuntaa, destination vastundi ledhu 🤣",1
"babai cheppadu 'Vikram ni chuso chaalaa undie' — Vikram fail avunu broh, different level inspiration",1
"Sai assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius 😂",1
morning roti breakfast ki chesamu hmm,0
"amma WhatsApp status 'my son is my pride' pettindi, naa result vasindy — delete chesdu 😭😭",1
Suresh library lo physics chadduvutunnadu,0
"interview ki 'punctual ga veltanu' annanu, 10 mins late avvunu — traffic blame chesanu obviously 💀",1
regular exercise challaa important undhi health ki right,0
nenu OS interesting undy anti anukunta,0
"naaku chicken curry chala ishtam, ammaaa chesindi, vere chicken curry chesindi — betrayal 💀",1
"hero bike stunt chesadu, Kiran try chesadu — bike undi, Kiran hospital lo undii 😭😭",1
"valentine's day ki Bunny alone undie, upma order chesadu — self love era 🤣",1
"today algorithms lab session undhi, prepare avutunna",0
nannaa smartphone istE WhatsApp lo naa result forward chesadu relatives ki — thanks nanaa,1
"nenu Vijay Deverakonda movies chustanu, chaalaa undhi ante",0
water chala taagadam health ki chaala avunu,0
"valentine's day ki Bunny alone undi, gongura rice order chesadu — self love era haha",1
Prasad library lo chemistry chadduvutunnadu,0
"internals lo Nani ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye broo",1
"villain 1000 cr spend chesadu plan ki, hero okkka punch lo finish — ROI zero lol",1
"nenu roti try chesanu first time, okay ga undy 👍",0
mass movie antee Mahesh Babu dialogue ni Mahesh WhatsApp status lo pettadu — feels undie broo,1
chicken curry challa healthy ga undii daily tinte 🙌,0
"naa English marks chusaka okaa nimisham silent ga undie, grief kaaduu broh — pure shock",1
Ravi Guntur lo relatives ni chusaadaniki chesadhu,0
TOC prepare avvadam ki daily 2 hours chadduvukovadam avnu,0
Venky hostel lo networks class attend chesadu 🙏,0
"villain 1000 cr spend chesadu plan ki, hero okka punch lo finish — ROI zero haha",1
"villain 1000 cr spend chesadu plan ki, hero oka punch lo finish — ROI zero 😂",1
new flyover Vijayawada lo ready avvunu next month,0
reading habit chaalaa useful undie long term lo right,0
"nenu Mahesh Babu movies chustanu, challaa undii ante",0
"nenu chapati tinnanu, chala undhi 🙏",0
online learning convenient ga undy anukunde 👍👍,0
"naa OS paper lo okaa question kadu telivindi, kani confident ga avunuu rasa — confidence bro not knowledge",1
Sunday night 11 PM ki Monday ki prepare avvadam start chesanu — classic brooo bruh,1
family function lo okaa uncle adugadu 'marks entha' ani — nanna topic change chesadu immediately 😂,1
"hero bike stunt chesadu, Kiran try chesadu — bike undhi, Kiran hospital lo undy",1
"relatives adugutunnaru 'what are your plans' ani, nenu DSA pass avvadam plan brow — small goals 😭😭",1
"Mahesh Bhavana ki good morning text chesadu daily, adi read avvunu reply ledhu — read receipts cruelty brow 😭",1
amma: nuvvu ekado unnav? nenu: library lo. amma: mee college lo library ekada undie ra? caught bruh,1
bus timings change chesaru Nellore lo recently,0
Guntur lo new metro line start avutundi next year,0
new hospital Rajahmundry lo open avutundi next month,0
nenu Warangal lo YouTube use chesthu undhi,0
"nenu chicken curry try chesanu first time, okay ga undy 🤔",0
"movie lo hero oka song lo 5 countries lo dance chesadu, nenu okka Guntur bus stop daateri ledhu",1
naa college ki walking distance lo undie,0
"exam ki notes miss avvadam kadu, important undy",0
nenu Karimnagar lo Instagram use chesthu undy,0
weather today chala hot ga undi Karimnagar lo,0
auto wala 'meter ledu' antee 3x rate adugadu — Hyderabad experience,1
Mahesh new Activa kinukkunnadu last month,0
professor 'open book exam' anti Venky library motham bag lo pettukochadu gg,1
regular exercise challaa important undii health ki,0
